"a" "b" "c" "d" "e"
"4048" "L3" "SCFLD9904" 309010 "Scaffold9904" "Scaffold9904_309010"
"4049" "L3" "SCFLD9904" 447899 "Scaffold9904" "Scaffold9904_447899"
"4050" "L3" "SCFLD9904" 763073 "Scaffold9904" "Scaffold9904_763073"
"4051" "L3" "SCFLD9910" 1123576 "Scaffold9910" "Scaffold9910_1123576"
"4052" "L3" "SCFLD9910" 1279665 "Scaffold9910" "Scaffold9910_1279665"
"4053" "L3" "SCFLD9910" 146906 "Scaffold9910" "Scaffold9910_146906"
"4054" "L3" "SCFLD9910" 1555815 "Scaffold9910" "Scaffold9910_1555815"
"4055" "L3" "SCFLD9910" 174306 "Scaffold9910" "Scaffold9910_174306"
"4056" "L3" "SCFLD9910" 1757297 "Scaffold9910" "Scaffold9910_1757297"
"4057" "L3" "SCFLD9910" 1839416 "Scaffold9910" "Scaffold9910_1839416"
"4058" "L3" "SCFLD9910" 1887137 "Scaffold9910" "Scaffold9910_1887137"
"4059" "L3" "SCFLD9910" 1887138 "Scaffold9910" "Scaffold9910_1887138"
"4060" "L3" "SCFLD9910" 2085528 "Scaffold9910" "Scaffold9910_2085528"
"4061" "L3" "SCFLD9910" 2179180 "Scaffold9910" "Scaffold9910_2179180"
"4062" "L3" "SCFLD9910" 2252521 "Scaffold9910" "Scaffold9910_2252521"
"4063" "L3" "SCFLD9910" 2281990 "Scaffold9910" "Scaffold9910_2281990"
"4064" "L3" "SCFLD9910" 2494010 "Scaffold9910" "Scaffold9910_2494010"
"4065" "L3" "SCFLD9910" 2538946 "Scaffold9910" "Scaffold9910_2538946"
"4066" "L3" "SCFLD9910" 2560281 "Scaffold9910" "Scaffold9910_2560281"
"4067" "L3" "SCFLD9910" 2803077 "Scaffold9910" "Scaffold9910_2803077"
"4068" "L3" "SCFLD9910" 2867362 "Scaffold9910" "Scaffold9910_2867362"
"4069" "L3" "SCFLD9910" 2905871 "Scaffold9910" "Scaffold9910_2905871"
"4070" "L3" "SCFLD9910" 302042 "Scaffold9910" "Scaffold9910_302042"
"4071" "L3" "SCFLD9910" 3083869 "Scaffold9910" "Scaffold9910_3083869"
"4072" "L3" "SCFLD9910" 3242286 "Scaffold9910" "Scaffold9910_3242286"
"4073" "L3" "SCFLD9910" 332827 "Scaffold9910" "Scaffold9910_332827"
"4074" "L3" "SCFLD9910" 332973 "Scaffold9910" "Scaffold9910_332973"
"4075" "L3" "SCFLD9910" 3397068 "Scaffold9910" "Scaffold9910_3397068"
"4076" "L3" "SCFLD9910" 3479250 "Scaffold9910" "Scaffold9910_3479250"
"4077" "L3" "SCFLD9910" 3849597 "Scaffold9910" "Scaffold9910_3849597"
"4078" "L3" "SCFLD9910" 3849702 "Scaffold9910" "Scaffold9910_3849702"
"4079" "L3" "SCFLD9910" 391050 "Scaffold9910" "Scaffold9910_391050"
"4080" "L3" "SCFLD9910" 3939730 "Scaffold9910" "Scaffold9910_3939730"
"4081" "L3" "SCFLD9910" 3956523 "Scaffold9910" "Scaffold9910_3956523"
"4082" "L3" "SCFLD9910" 3970879 "Scaffold9910" "Scaffold9910_3970879"
"4083" "L3" "SCFLD9910" 3970894 "Scaffold9910" "Scaffold9910_3970894"
"4084" "L3" "SCFLD9910" 4054782 "Scaffold9910" "Scaffold9910_4054782"
"4085" "L3" "SCFLD9910" 4068477 "Scaffold9910" "Scaffold9910_4068477"
"4086" "L3" "SCFLD9910" 4153155 "Scaffold9910" "Scaffold9910_4153155"
"4087" "L3" "SCFLD9910" 4502863 "Scaffold9910" "Scaffold9910_4502863"
"4088" "L3" "SCFLD9910" 4538571 "Scaffold9910" "Scaffold9910_4538571"
"4089" "L3" "SCFLD9910" 4647994 "Scaffold9910" "Scaffold9910_4647994"
"4090" "L3" "SCFLD9910" 4703203 "Scaffold9910" "Scaffold9910_4703203"
"4091" "L3" "SCFLD9910" 4703234 "Scaffold9910" "Scaffold9910_4703234"
"4092" "L3" "SCFLD9910" 4703300 "Scaffold9910" "Scaffold9910_4703300"
"4093" "L3" "SCFLD9910" 4725705 "Scaffold9910" "Scaffold9910_4725705"
"4094" "L3" "SCFLD9910" 4780634 "Scaffold9910" "Scaffold9910_4780634"
"4095" "L3" "SCFLD9910" 505939 "Scaffold9910" "Scaffold9910_505939"
"4096" "L3" "SCFLD9910" 538834 "Scaffold9910" "Scaffold9910_538834"
"4097" "L3" "SCFLD9910" 79881 "Scaffold9910" "Scaffold9910_79881"
"4098" "L3" "SCFLD9910" 930992 "Scaffold9910" "Scaffold9910_930992"
"4099" "L3" "SCFLD9925" 1012873 "Scaffold9925" "Scaffold9925_1012873"
"4100" "L3" "SCFLD9925" 1200503 "Scaffold9925" "Scaffold9925_1200503"
"4101" "L3" "SCFLD9925" 1236179 "Scaffold9925" "Scaffold9925_1236179"
"4102" "L3" "SCFLD9925" 1324888 "Scaffold9925" "Scaffold9925_1324888"
"4103" "L3" "SCFLD9925" 1382806 "Scaffold9925" "Scaffold9925_1382806"
"4104" "L3" "SCFLD9925" 1474482 "Scaffold9925" "Scaffold9925_1474482"
"4105" "L3" "SCFLD9925" 1587775 "Scaffold9925" "Scaffold9925_1587775"
"4106" "L3" "SCFLD9925" 1887252 "Scaffold9925" "Scaffold9925_1887252"
"4107" "L3" "SCFLD9925" 1892488 "Scaffold9925" "Scaffold9925_1892488"
"4108" "L3" "SCFLD9925" 1892512 "Scaffold9925" "Scaffold9925_1892512"
"4109" "L3" "SCFLD9925" 351898 "Scaffold9925" "Scaffold9925_351898"
"4110" "L3" "SCFLD9925" 541893 "Scaffold9925" "Scaffold9925_541893"
"4111" "L3" "SCFLD9925" 620386 "Scaffold9925" "Scaffold9925_620386"
"4112" "L3" "SCFLD9925" 812234 "Scaffold9925" "Scaffold9925_812234"
"4113" "L3" "SCFLD9925" 877972 "Scaffold9925" "Scaffold9925_877972"
"4114" "L3" "SCFLD9925" 982277 "Scaffold9925" "Scaffold9925_982277"
"4115" "L3" "SCFLD9929" 1053655 "Scaffold9929" "Scaffold9929_1053655"
"4116" "L3" "SCFLD9929" 1216037 "Scaffold9929" "Scaffold9929_1216037"
"4117" "L3" "SCFLD9929" 1227026 "Scaffold9929" "Scaffold9929_1227026"
"4118" "L3" "SCFLD9929" 12858 "Scaffold9929" "Scaffold9929_12858"
"4119" "L3" "SCFLD9929" 1485974 "Scaffold9929" "Scaffold9929_1485974"
"4120" "L3" "SCFLD9929" 1709381 "Scaffold9929" "Scaffold9929_1709381"
"4121" "L3" "SCFLD9929" 1740763 "Scaffold9929" "Scaffold9929_1740763"
"4122" "L3" "SCFLD9929" 1794340 "Scaffold9929" "Scaffold9929_1794340"
"4123" "L3" "SCFLD9929" 193352 "Scaffold9929" "Scaffold9929_193352"
"4124" "L3" "SCFLD9929" 23826 "Scaffold9929" "Scaffold9929_23826"
"4125" "L3" "SCFLD9929" 660620 "Scaffold9929" "Scaffold9929_660620"
"4126" "L3" "SCFLD9929" 732895 "Scaffold9929" "Scaffold9929_732895"
"4127" "L3" "SCFLD9929" 77989 "Scaffold9929" "Scaffold9929_77989"
"4128" "L3" "SCFLD9929" 809987 "Scaffold9929" "Scaffold9929_809987"
"4129" "L4" "SCFLD132" 45573 "Scaffold132" "Scaffold132_45573"
"4130" "L4" "SCFLD1433" 6490 "Scaffold1433" "Scaffold1433_6490"
"4131" "L4" "SCFLD145" 152458 "Scaffold145" "Scaffold145_152458"
"4132" "L4" "SCFLD145" 427277 "Scaffold145" "Scaffold145_427277"
"4133" "L4" "SCFLD145" 64686 "Scaffold145" "Scaffold145_64686"
"4134" "L4" "SCFLD145" 83969 "Scaffold145" "Scaffold145_83969"
"4135" "L4" "SCFLD1866" 13283 "Scaffold1866" "Scaffold1866_13283"
"4136" "L4" "SCFLD1883" 14749 "Scaffold1883" "Scaffold1883_14749"
"4137" "L4" "SCFLD194" 132552 "Scaffold194" "Scaffold194_132552"
"4138" "L4" "SCFLD194" 281372 "Scaffold194" "Scaffold194_281372"
"4139" "L4" "SCFLD194" 388679 "Scaffold194" "Scaffold194_388679"
"4140" "L4" "SCFLD194" 473302 "Scaffold194" "Scaffold194_473302"
"4141" "L4" "SCFLD210" 37169 "Scaffold210" "Scaffold210_37169"
"4142" "L4" "SCFLD2105" 18679 "Scaffold2105" "Scaffold2105_18679"
"4143" "L4" "SCFLD2213" 8014 "Scaffold2213" "Scaffold2213_8014"
"4144" "L4" "SCFLD2393" 8931 "Scaffold2393" "Scaffold2393_8931"
"4145" "L4" "SCFLD2393" 8952 "Scaffold2393" "Scaffold2393_8952"
"4146" "L4" "SCFLD281" 286482 "Scaffold281" "Scaffold281_286482"
"4147" "L4" "SCFLD3007" 365 "Scaffold3007" "Scaffold3007_365"
"4148" "L4" "SCFLD306" 18071 "Scaffold306" "Scaffold306_18071"
"4149" "L4" "SCFLD306" 42882 "Scaffold306" "Scaffold306_42882"
"4150" "L4" "SCFLD306" 81741 "Scaffold306" "Scaffold306_81741"
"4151" "L4" "SCFLD354" 20613 "Scaffold354" "Scaffold354_20613"
"4152" "L4" "SCFLD386" 11038 "Scaffold386" "Scaffold386_11038"
"4153" "L4" "SCFLD386" 118066 "Scaffold386" "Scaffold386_118066"
"4154" "L4" "SCFLD386" 60182 "Scaffold386" "Scaffold386_60182"
"4155" "L4" "SCFLD387" 109379 "Scaffold387" "Scaffold387_109379"
"4156" "L4" "SCFLD387" 32371 "Scaffold387" "Scaffold387_32371"
"4157" "L4" "SCFLD387" 55557 "Scaffold387" "Scaffold387_55557"
"4158" "L4" "SCFLD40" 100020 "Scaffold40" "Scaffold40_100020"
"4159" "L4" "SCFLD40" 178688 "Scaffold40" "Scaffold40_178688"
"4160" "L4" "SCFLD40" 234265 "Scaffold40" "Scaffold40_234265"
"4161" "L4" "SCFLD40" 234327 "Scaffold40" "Scaffold40_234327"
"4162" "L4" "SCFLD40" 571839 "Scaffold40" "Scaffold40_571839"
"4163" "L4" "SCFLD40" 682836 "Scaffold40" "Scaffold40_682836"
"4164" "L4" "SCFLD405" 269680 "Scaffold405" "Scaffold405_269680"
"4165" "L4" "SCFLD421" 135123 "Scaffold421" "Scaffold421_135123"
"4166" "L4" "SCFLD421" 154521 "Scaffold421" "Scaffold421_154521"
"4167" "L4" "SCFLD421" 231236 "Scaffold421" "Scaffold421_231236"
"4168" "L4" "SCFLD421" 245182 "Scaffold421" "Scaffold421_245182"
"4169" "L4" "SCFLD4436" 7799 "Scaffold4436" "Scaffold4436_7799"
"4170" "L4" "SCFLD475" 147600 "Scaffold475" "Scaffold475_147600"
"4171" "L4" "SCFLD514" 32019 "Scaffold514" "Scaffold514_32019"
"4172" "L4" "SCFLD527" 189486 "Scaffold527" "Scaffold527_189486"
"4173" "L4" "SCFLD527" 27990 "Scaffold527" "Scaffold527_27990"
"4174" "L4" "SCFLD527" 57794 "Scaffold527" "Scaffold527_57794"
"4175" "L4" "SCFLD537" 126582 "Scaffold537" "Scaffold537_126582"
"4176" "L4" "SCFLD579" 74191 "Scaffold579" "Scaffold579_74191"
"4177" "L4" "SCFLD579" 74208 "Scaffold579" "Scaffold579_74208"
"4178" "L4" "SCFLD579" 9364 "Scaffold579" "Scaffold579_9364"
"4179" "L4" "SCFLD579" 95709 "Scaffold579" "Scaffold579_95709"
"4180" "L4" "SCFLD579" 95969 "Scaffold579" "Scaffold579_95969"
"4181" "L4" "SCFLD591" 14050 "Scaffold591" "Scaffold591_14050"
"4182" "L4" "SCFLD591" 96930 "Scaffold591" "Scaffold591_96930"
"4183" "L4" "SCFLD595" 7101 "Scaffold595" "Scaffold595_7101"
"4184" "L4" "SCFLD609" 136581 "Scaffold609" "Scaffold609_136581"
"4185" "L4" "SCFLD609" 23130 "Scaffold609" "Scaffold609_23130"
"4186" "L4" "SCFLD708" 121402 "Scaffold708" "Scaffold708_121402"
"4187" "L4" "SCFLD708" 122851 "Scaffold708" "Scaffold708_122851"
"4188" "L4" "SCFLD790" 51444 "Scaffold790" "Scaffold790_51444"
"4189" "L4" "SCFLD833" 28022 "Scaffold833" "Scaffold833_28022"
"4190" "L4" "SCFLD833" 56539 "Scaffold833" "Scaffold833_56539"
"4191" "L4" "SCFLD833" 56574 "Scaffold833" "Scaffold833_56574"
"4192" "L4" "SCFLD833" 56579 "Scaffold833" "Scaffold833_56579"
"4193" "L4" "SCFLD833" 70839 "Scaffold833" "Scaffold833_70839"
"4194" "L4" "SCFLD833" 70862 "Scaffold833" "Scaffold833_70862"
"4195" "L4" "SCFLD835" 29632 "Scaffold835" "Scaffold835_29632"
"4196" "L4" "SCFLD835" 53921 "Scaffold835" "Scaffold835_53921"
"4197" "L4" "SCFLD835" 53960 "Scaffold835" "Scaffold835_53960"
"4198" "L4" "SCFLD835" 67396 "Scaffold835" "Scaffold835_67396"
"4199" "L4" "SCFLD835" 73216 "Scaffold835" "Scaffold835_73216"
"4200" "L4" "SCFLD835" 93416 "Scaffold835" "Scaffold835_93416"
"4201" "L4" "SCFLD835" 93466 "Scaffold835" "Scaffold835_93466"
"4202" "L4" "SCFLD853" 26028 "Scaffold853" "Scaffold853_26028"
"4203" "L4" "SCFLD853" 51033 "Scaffold853" "Scaffold853_51033"
"4204" "L4" "SCFLD853" 81431 "Scaffold853" "Scaffold853_81431"
"4205" "L4" "SCFLD857" 26243 "Scaffold857" "Scaffold857_26243"
"4206" "L4" "SCFLD857" 38272 "Scaffold857" "Scaffold857_38272"
"4207" "L4" "SCFLD857" 44197 "Scaffold857" "Scaffold857_44197"
"4208" "L4" "SCFLD857" 63347 "Scaffold857" "Scaffold857_63347"
"4209" "L4" "SCFLD877" 28920 "Scaffold877" "Scaffold877_28920"
"4210" "L4" "SCFLD877" 54214 "Scaffold877" "Scaffold877_54214"
"4211" "L4" "SCFLD877" 83885 "Scaffold877" "Scaffold877_83885"
"4212" "L4" "SCFLD881" 75552 "Scaffold881" "Scaffold881_75552"
"4213" "L4" "SCFLD881" 81974 "Scaffold881" "Scaffold881_81974"
"4214" "L4" "SCFLD93" 154664 "Scaffold93" "Scaffold93_154664"
"4215" "L4" "SCFLD93" 196793 "Scaffold93" "Scaffold93_196793"
"4216" "L4" "SCFLD93" 269828 "Scaffold93" "Scaffold93_269828"
"4217" "L4" "SCFLD93" 294289 "Scaffold93" "Scaffold93_294289"
"4218" "L4" "SCFLD93" 36875 "Scaffold93" "Scaffold93_36875"
"4219" "L4" "SCFLD934" 27713 "Scaffold934" "Scaffold934_27713"
"4220" "L4" "SCFLD934" 56861 "Scaffold934" "Scaffold934_56861"
"4221" "L4" "SCFLD940" 43411 "Scaffold940" "Scaffold940_43411"
"4222" "L4" "SCFLD940" 43432 "Scaffold940" "Scaffold940_43432"
"4223" "L4" "SCFLD940" 43778 "Scaffold940" "Scaffold940_43778"
"4224" "L4" "SCFLD940" 79200 "Scaffold940" "Scaffold940_79200"
"4225" "L4" "SCFLD191" 253886 "Scaffold191" "Scaffold191_253886"
"4226" "L4" "SCFLD191" 351373 "Scaffold191" "Scaffold191_351373"
"4227" "L4" "SCFLD191" 352730 "Scaffold191" "Scaffold191_352730"
"4228" "L4" "SCFLD191" 369601 "Scaffold191" "Scaffold191_369601"
"4229" "L4" "SCFLD191" 373109 "Scaffold191" "Scaffold191_373109"
"4230" "L4" "SCFLD191" 3996 "Scaffold191" "Scaffold191_3996"
"4231" "L4" "SCFLD191" 473203 "Scaffold191" "Scaffold191_473203"
"4232" "L4" "SCFLD191" 54952 "Scaffold191" "Scaffold191_54952"
"4233" "L4" "SCFLD191" 68900 "Scaffold191" "Scaffold191_68900"
"4234" "L4" "SCFLD191" 80155 "Scaffold191" "Scaffold191_80155"
"4235" "L4" "SCFLD221" 102646 "Scaffold221" "Scaffold221_102646"
"4236" "L4" "SCFLD221" 11512 "Scaffold221" "Scaffold221_11512"
"4237" "L4" "SCFLD221" 11535 "Scaffold221" "Scaffold221_11535"
"4238" "L4" "SCFLD221" 203373 "Scaffold221" "Scaffold221_203373"
"4239" "L4" "SCFLD221" 213680 "Scaffold221" "Scaffold221_213680"
"4240" "L4" "SCFLD221" 241496 "Scaffold221" "Scaffold221_241496"
"4241" "L4" "SCFLD221" 241519 "Scaffold221" "Scaffold221_241519"
"4242" "L4" "SCFLD221" 253810 "Scaffold221" "Scaffold221_253810"
"4243" "L4" "SCFLD221" 253853 "Scaffold221" "Scaffold221_253853"
"4244" "L4" "SCFLD221" 265078 "Scaffold221" "Scaffold221_265078"
"4245" "L4" "SCFLD221" 265130 "Scaffold221" "Scaffold221_265130"
"4246" "L4" "SCFLD221" 275786 "Scaffold221" "Scaffold221_275786"
"4247" "L4" "SCFLD221" 275805 "Scaffold221" "Scaffold221_275805"
"4248" "L4" "SCFLD221" 275904 "Scaffold221" "Scaffold221_275904"
"4249" "L4" "SCFLD221" 326751 "Scaffold221" "Scaffold221_326751"
"4250" "L4" "SCFLD221" 358466 "Scaffold221" "Scaffold221_358466"
"4251" "L4" "SCFLD221" 422228 "Scaffold221" "Scaffold221_422228"
"4252" "L4" "SCFLD221" 422238 "Scaffold221" "Scaffold221_422238"
"4253" "L4" "SCFLD221" 422389 "Scaffold221" "Scaffold221_422389"
"4254" "L4" "SCFLD296" 1008598 "Scaffold296" "Scaffold296_1008598"
"4255" "L4" "SCFLD296" 1008622 "Scaffold296" "Scaffold296_1008622"
"4256" "L4" "SCFLD296" 1028608 "Scaffold296" "Scaffold296_1028608"
"4257" "L4" "SCFLD296" 1200692 "Scaffold296" "Scaffold296_1200692"
"4258" "L4" "SCFLD296" 1389416 "Scaffold296" "Scaffold296_1389416"
"4259" "L4" "SCFLD296" 1643502 "Scaffold296" "Scaffold296_1643502"
"4260" "L4" "SCFLD296" 1845099 "Scaffold296" "Scaffold296_1845099"
"4261" "L4" "SCFLD296" 1857532 "Scaffold296" "Scaffold296_1857532"
"4262" "L4" "SCFLD296" 2117015 "Scaffold296" "Scaffold296_2117015"
"4263" "L4" "SCFLD296" 2230868 "Scaffold296" "Scaffold296_2230868"
"4264" "L4" "SCFLD296" 2248804 "Scaffold296" "Scaffold296_2248804"
"4265" "L4" "SCFLD296" 2377834 "Scaffold296" "Scaffold296_2377834"
"4266" "L4" "SCFLD296" 259706 "Scaffold296" "Scaffold296_259706"
"4267" "L4" "SCFLD296" 259745 "Scaffold296" "Scaffold296_259745"
"4268" "L4" "SCFLD296" 2761026 "Scaffold296" "Scaffold296_2761026"
"4269" "L4" "SCFLD296" 2797518 "Scaffold296" "Scaffold296_2797518"
"4270" "L4" "SCFLD296" 2861567 "Scaffold296" "Scaffold296_2861567"
"4271" "L4" "SCFLD296" 2861708 "Scaffold296" "Scaffold296_2861708"
"4272" "L4" "SCFLD296" 2869386 "Scaffold296" "Scaffold296_2869386"
"4273" "L4" "SCFLD296" 3043813 "Scaffold296" "Scaffold296_3043813"
"4274" "L4" "SCFLD296" 3110592 "Scaffold296" "Scaffold296_3110592"
"4275" "L4" "SCFLD296" 3110595 "Scaffold296" "Scaffold296_3110595"
"4276" "L4" "SCFLD296" 3157682 "Scaffold296" "Scaffold296_3157682"
"4277" "L4" "SCFLD296" 3180327 "Scaffold296" "Scaffold296_3180327"
"4278" "L4" "SCFLD296" 3278266 "Scaffold296" "Scaffold296_3278266"
"4279" "L4" "SCFLD296" 3296440 "Scaffold296" "Scaffold296_3296440"
"4280" "L4" "SCFLD296" 3360059 "Scaffold296" "Scaffold296_3360059"
"4281" "L4" "SCFLD296" 3360099 "Scaffold296" "Scaffold296_3360099"
"4282" "L4" "SCFLD296" 3386155 "Scaffold296" "Scaffold296_3386155"
"4283" "L4" "SCFLD296" 3386168 "Scaffold296" "Scaffold296_3386168"
"4284" "L4" "SCFLD296" 3454891 "Scaffold296" "Scaffold296_3454891"
"4285" "L4" "SCFLD296" 3501603 "Scaffold296" "Scaffold296_3501603"
"4286" "L4" "SCFLD296" 3567878 "Scaffold296" "Scaffold296_3567878"
"4287" "L4" "SCFLD296" 3741428 "Scaffold296" "Scaffold296_3741428"
"4288" "L4" "SCFLD296" 3764482 "Scaffold296" "Scaffold296_3764482"
"4289" "L4" "SCFLD296" 38844 "Scaffold296" "Scaffold296_38844"
"4290" "L4" "SCFLD296" 934648 "Scaffold296" "Scaffold296_934648"
"4291" "L4" "SCFLD296" 982209 "Scaffold296" "Scaffold296_982209"
"4292" "L4" "SCFLD296" 982250 "Scaffold296" "Scaffold296_982250"
"4293" "L4" "SCFLD454" 137929 "Scaffold454" "Scaffold454_137929"
"4294" "L4" "SCFLD454" 137992 "Scaffold454" "Scaffold454_137992"
"4295" "L4" "SCFLD454" 151216 "Scaffold454" "Scaffold454_151216"
"4296" "L4" "SCFLD454" 162999 "Scaffold454" "Scaffold454_162999"
"4297" "L4" "SCFLD454" 179114 "Scaffold454" "Scaffold454_179114"
"4298" "L4" "SCFLD454" 218793 "Scaffold454" "Scaffold454_218793"
"4299" "L4" "SCFLD454" 34096 "Scaffold454" "Scaffold454_34096"
"4300" "L4" "SCFLD454" 35897 "Scaffold454" "Scaffold454_35897"
"4301" "L4" "SCFLD454" 59813 "Scaffold454" "Scaffold454_59813"
"4302" "L4" "SCFLD454" 59863 "Scaffold454" "Scaffold454_59863"
"4303" "L4" "SCFLD454" 93795 "Scaffold454" "Scaffold454_93795"
"4304" "L4" "SCFLD789" 1065764 "Scaffold789" "Scaffold789_1065764"
"4305" "L4" "SCFLD789" 1136494 "Scaffold789" "Scaffold789_1136494"
"4306" "L4" "SCFLD789" 1200801 "Scaffold789" "Scaffold789_1200801"
"4307" "L4" "SCFLD789" 1321719 "Scaffold789" "Scaffold789_1321719"
"4308" "L4" "SCFLD789" 1351898 "Scaffold789" "Scaffold789_1351898"
"4309" "L4" "SCFLD789" 1443534 "Scaffold789" "Scaffold789_1443534"
"4310" "L4" "SCFLD789" 1481000 "Scaffold789" "Scaffold789_1481000"
"4311" "L4" "SCFLD789" 1587650 "Scaffold789" "Scaffold789_1587650"
"4312" "L4" "SCFLD789" 1650169 "Scaffold789" "Scaffold789_1650169"
"4313" "L4" "SCFLD789" 1943504 "Scaffold789" "Scaffold789_1943504"
"4314" "L4" "SCFLD789" 1943525 "Scaffold789" "Scaffold789_1943525"
"4315" "L4" "SCFLD789" 199812 "Scaffold789" "Scaffold789_199812"
"4316" "L4" "SCFLD789" 2130231 "Scaffold789" "Scaffold789_2130231"
"4317" "L4" "SCFLD789" 217428 "Scaffold789" "Scaffold789_217428"
"4318" "L4" "SCFLD789" 2207249 "Scaffold789" "Scaffold789_2207249"
"4319" "L4" "SCFLD789" 2215953 "Scaffold789" "Scaffold789_2215953"
"4320" "L4" "SCFLD789" 2289951 "Scaffold789" "Scaffold789_2289951"
"4321" "L4" "SCFLD789" 2303247 "Scaffold789" "Scaffold789_2303247"
"4322" "L4" "SCFLD789" 2573120 "Scaffold789" "Scaffold789_2573120"
"4323" "L4" "SCFLD789" 2718406 "Scaffold789" "Scaffold789_2718406"
"4324" "L4" "SCFLD789" 2748958 "Scaffold789" "Scaffold789_2748958"
"4325" "L4" "SCFLD789" 2861183 "Scaffold789" "Scaffold789_2861183"
"4326" "L4" "SCFLD789" 293307 "Scaffold789" "Scaffold789_293307"
"4327" "L4" "SCFLD789" 2973268 "Scaffold789" "Scaffold789_2973268"
"4328" "L4" "SCFLD789" 3195269 "Scaffold789" "Scaffold789_3195269"
"4329" "L4" "SCFLD789" 3214721 "Scaffold789" "Scaffold789_3214721"
"4330" "L4" "SCFLD789" 3293692 "Scaffold789" "Scaffold789_3293692"
"4331" "L4" "SCFLD789" 356516 "Scaffold789" "Scaffold789_356516"
"4332" "L4" "SCFLD789" 690245 "Scaffold789" "Scaffold789_690245"
"4333" "L4" "SCFLD789" 798528 "Scaffold789" "Scaffold789_798528"
"4334" "L4" "SCFLD789" 897632 "Scaffold789" "Scaffold789_897632"
"4335" "L4" "SCFLD789" 909815 "Scaffold789" "Scaffold789_909815"
"4336" "L4" "SCFLD789" 917947 "Scaffold789" "Scaffold789_917947"
"4337" "L4" "SCFLD789" 950289 "Scaffold789" "Scaffold789_950289"
"4338" "L4" "SCFLD9877" 105111 "Scaffold9877" "Scaffold9877_105111"
"4339" "L4" "SCFLD9877" 1117898 "Scaffold9877" "Scaffold9877_1117898"
"4340" "L4" "SCFLD9877" 1230799 "Scaffold9877" "Scaffold9877_1230799"
"4341" "L4" "SCFLD9877" 1247536 "Scaffold9877" "Scaffold9877_1247536"
"4342" "L4" "SCFLD9877" 1468608 "Scaffold9877" "Scaffold9877_1468608"
"4343" "L4" "SCFLD9877" 1589441 "Scaffold9877" "Scaffold9877_1589441"
"4344" "L4" "SCFLD9877" 1599430 "Scaffold9877" "Scaffold9877_1599430"
"4345" "L4" "SCFLD9877" 1839020 "Scaffold9877" "Scaffold9877_1839020"
"4346" "L4" "SCFLD9877" 1858960 "Scaffold9877" "Scaffold9877_1858960"
"4347" "L4" "SCFLD9877" 1941072 "Scaffold9877" "Scaffold9877_1941072"
"4348" "L4" "SCFLD9877" 2150643 "Scaffold9877" "Scaffold9877_2150643"
"4349" "L4" "SCFLD9877" 2394518 "Scaffold9877" "Scaffold9877_2394518"
"4350" "L4" "SCFLD9877" 2748905 "Scaffold9877" "Scaffold9877_2748905"
"4351" "L4" "SCFLD9877" 2764833 "Scaffold9877" "Scaffold9877_2764833"
"4352" "L4" "SCFLD9877" 2787691 "Scaffold9877" "Scaffold9877_2787691"
"4353" "L4" "SCFLD9877" 41542 "Scaffold9877" "Scaffold9877_41542"
"4354" "L4" "SCFLD9877" 41544 "Scaffold9877" "Scaffold9877_41544"
"4355" "L4" "SCFLD9877" 41574 "Scaffold9877" "Scaffold9877_41574"
"4356" "L4" "SCFLD9877" 471164 "Scaffold9877" "Scaffold9877_471164"
"4357" "L4" "SCFLD9877" 958097 "Scaffold9877" "Scaffold9877_958097"
"4358" "L4" "SCFLD9888" 1045203 "Scaffold9888" "Scaffold9888_1045203"
"4359" "L4" "SCFLD9888" 1204200 "Scaffold9888" "Scaffold9888_1204200"
"4360" "L4" "SCFLD9888" 1422641 "Scaffold9888" "Scaffold9888_1422641"
"4361" "L4" "SCFLD9888" 172978 "Scaffold9888" "Scaffold9888_172978"
"4362" "L4" "SCFLD9888" 173007 "Scaffold9888" "Scaffold9888_173007"
"4363" "L4" "SCFLD9888" 1730237 "Scaffold9888" "Scaffold9888_1730237"
"4364" "L4" "SCFLD9888" 1730245 "Scaffold9888" "Scaffold9888_1730245"
"4365" "L4" "SCFLD9888" 174887 "Scaffold9888" "Scaffold9888_174887"
"4366" "L4" "SCFLD9888" 179017 "Scaffold9888" "Scaffold9888_179017"
"4367" "L4" "SCFLD9888" 179044 "Scaffold9888" "Scaffold9888_179044"
"4368" "L4" "SCFLD9888" 179045 "Scaffold9888" "Scaffold9888_179045"
"4369" "L4" "SCFLD9888" 1849305 "Scaffold9888" "Scaffold9888_1849305"
"4370" "L4" "SCFLD9888" 1988723 "Scaffold9888" "Scaffold9888_1988723"
"4371" "L4" "SCFLD9888" 2075660 "Scaffold9888" "Scaffold9888_2075660"
"4372" "L4" "SCFLD9888" 2147357 "Scaffold9888" "Scaffold9888_2147357"
"4373" "L4" "SCFLD9888" 2240849 "Scaffold9888" "Scaffold9888_2240849"
"4374" "L4" "SCFLD9888" 2338047 "Scaffold9888" "Scaffold9888_2338047"
"4375" "L4" "SCFLD9888" 269931 "Scaffold9888" "Scaffold9888_269931"
"4376" "L4" "SCFLD9888" 331246 "Scaffold9888" "Scaffold9888_331246"
"4377" "L4" "SCFLD9888" 777394 "Scaffold9888" "Scaffold9888_777394"
"4378" "L4" "SCFLD9939" 1028984 "Scaffold9939" "Scaffold9939_1028984"
"4379" "L4" "SCFLD9939" 1056610 "Scaffold9939" "Scaffold9939_1056610"
